# accuracy,activation,structure,init_learning_rate,learning_type,regulizer,model
84.28324697754749,tanh,63-36-27,0.0031,constant,0.08,
83.41968911917098,tanh,63-36-27,0.0076,constant,0.08,
83.41968911917098,tanh,63-51-39-27,0.0031,adaptive,0.04,
83.24697754749567,tanh,63-36-27,0.0061,adaptive,0.04,
83.24697754749567,tanh,63-51-39-27,0.0001,adaptive,0.08,
83.24697754749567,logistic,63-36-27,0.0046,adaptive,0.04,
83.24697754749567,logistic,63-36-27,0.0076,constant,0.04,
83.07426597582038,tanh,63-36-27,0.0076,adaptive,0.06,
83.07426597582038,tanh,63-51-39-27,0.0046,constant,0.06,
83.07426597582038,tanh,63-51-39-27,0.0061,constant,0.04,
82.90155440414507,tanh,63-18-27,0.0061,adaptive,0.06,
82.90155440414507,tanh,63-36-27,0.0001,constant,0.06,
82.90155440414507,tanh,63-36-27,0.0061,constant,0.0,
82.90155440414507,tanh,63-51-39-27,0.0031,constant,0.06,
82.90155440414507,logistic,63-36-27,0.0016,adaptive,0.06,
82.90155440414507,logistic,63-36-27,0.0076,adaptive,0.06,
82.72884283246978,tanh,63-36-27,0.0016,constant,0.08,
82.72884283246978,tanh,63-36-27,0.0061,constant,0.06,
82.72884283246978,tanh,63-36-27,0.0061,adaptive,0.06,
82.72884283246978,tanh,63-42-27-27,0.0016,constant,0.06,
82.55613126079447,tanh,63-18-27,0.0001,constant,0.0,
82.55613126079447,logistic,63-18-27,0.0061,constant,0.04,
82.55613126079447,logistic,63-36-27,0.0046,constant,0.02,
82.38341968911918,tanh,63-18-27,0.0046,adaptive,0.04,
82.38341968911918,tanh,63-18-27,0.0076,adaptive,0.04,
82.38341968911918,tanh,63-36-27,0.0061,constant,0.02,
82.38341968911918,tanh,63-36-27,0.0076,constant,0.04,
82.38341968911918,tanh,63-31-18-27,0.0046,constant,0.04,
82.38341968911918,tanh,63-51-39-27,0.0001,constant,0.08,
82.38341968911918,tanh,63-51-39-27,0.0031,adaptive,0.08,
82.38341968911918,tanh,63-42-27-27,0.0031,constant,0.08,
82.38341968911918,tanh,63-42-27-27,0.0031,adaptive,0.06,
82.38341968911918,tanh,63-42-27-27,0.0061,constant,0.02,
82.38341968911918,logistic,63-36-27,0.0031,constant,0.08,
82.38341968911918,logistic,63-51-39-27,0.0031,adaptive,0.06,
82.38341968911918,logistic,63-51-39-27,0.0076,constant,0.04,
82.38341968911918,relu,63-36-27,0.0031,constant,0.02,
82.21070811744386,tanh,63-18-27,0.0031,constant,0.06,
82.21070811744386,tanh,63-18-27,0.0046,adaptive,0.08,
82.21070811744386,tanh,63-36-27,0.0001,constant,0.08,
82.21070811744386,tanh,63-36-27,0.0046,constant,0.08,
82.21070811744386,tanh,63-51-39-27,0.0001,constant,0.02,
82.21070811744386,tanh,63-51-39-27,0.0016,adaptive,0.08,
82.21070811744386,tanh,63-51-39-27,0.0046,constant,0.02,
82.21070811744386,tanh,63-51-39-27,0.0076,adaptive,0.06,
82.21070811744386,tanh,63-42-27-27,0.0061,constant,0.06,
82.21070811744386,tanh,63-42-27-27,0.0076,constant,0.02,
82.21070811744386,tanh,63-42-27-27,0.0076,adaptive,0.06,
82.21070811744386,tanh,63-42-27-27,0.0076,adaptive,0.08,
82.21070811744386,logistic,63-36-27,0.0016,constant,0.04,
82.21070811744386,logistic,63-36-27,0.0031,adaptive,0.04,
82.21070811744386,logistic,63-36-27,0.0061,adaptive,0.04,
82.21070811744386,logistic,63-51-39-27,0.0031,adaptive,0.02,
82.21070811744386,relu,63-36-27,0.0016,constant,0.06,
82.21070811744386,relu,63-36-27,0.0061,adaptive,0.0,
82.03799654576856,tanh,63-18-27,0.0001,adaptive,0.04,
82.03799654576856,tanh,63-18-27,0.0046,adaptive,0.02,
82.03799654576856,tanh,63-36-27,0.0016,constant,0.04,
82.03799654576856,tanh,63-36-27,0.0016,adaptive,0.06,
82.03799654576856,tanh,63-36-27,0.0031,adaptive,0.08,
82.03799654576856,tanh,63-36-27,0.0046,constant,0.0,
82.03799654576856,tanh,63-36-27,0.0061,constant,0.08,
82.03799654576856,tanh,63-51-39-27,0.0016,constant,0.04,
82.03799654576856,tanh,63-51-39-27,0.0016,adaptive,0.06,
82.03799654576856,tanh,63-51-39-27,0.0076,constant,0.06,
82.03799654576856,tanh,63-42-27-27,0.0001,adaptive,0.02,
82.03799654576856,logistic,63-36-27,0.0001,constant,0.04,
82.03799654576856,logistic,63-36-27,0.0016,adaptive,0.02,
82.03799654576856,logistic,63-36-27,0.0061,constant,0.04,
82.03799654576856,logistic,63-36-27,0.0061,constant,0.08,
82.03799654576856,logistic,63-36-27,0.0061,adaptive,0.08,
82.03799654576856,logistic,63-36-27,0.0076,constant,0.02,
82.03799654576856,logistic,63-51-39-27,0.0061,adaptive,0.06,
82.03799654576856,logistic,63-51-39-27,0.0076,adaptive,0.02,
82.03799654576856,relu,63-36-27,0.0016,constant,0.04,
82.03799654576856,relu,63-36-27,0.0031,adaptive,0.08,
82.03799654576856,relu,63-51-39-27,0.0016,constant,0.06,
81.86528497409327,tanh,63-18-27,0.0031,constant,0.04,
81.86528497409327,tanh,63-36-27,0.0031,constant,0.0,
81.86528497409327,tanh,63-36-27,0.0031,constant,0.04,
81.86528497409327,tanh,63-36-27,0.0076,constant,0.06,
81.86528497409327,tanh,63-51-39-27,0.0061,adaptive,0.04,
81.86528497409327,tanh,63-42-27-27,0.0001,constant,0.08,
81.86528497409327,tanh,63-42-27-27,0.0031,adaptive,0.08,
81.86528497409327,tanh,63-42-27-27,0.0076,constant,0.08,
81.86528497409327,logistic,63-18-27,0.0076,adaptive,0.08,
81.86528497409327,logistic,63-36-27,0.0016,constant,0.08,
81.86528497409327,logistic,63-36-27,0.0031,constant,0.04,
81.86528497409327,logistic,63-36-27,0.0061,adaptive,0.02,
81.86528497409327,logistic,63-36-27,0.0076,adaptive,0.08,
81.86528497409327,logistic,63-51-39-27,0.0031,constant,0.06,
81.86528497409327,logistic,63-51-39-27,0.0076,adaptive,0.06,
81.86528497409327,logistic,63-42-27-27,0.0061,adaptive,0.08,
81.69257340241796,tanh,63-18-27,0.0016,adaptive,0.08,
81.69257340241796,tanh,63-18-27,0.0046,constant,0.02,
81.69257340241796,tanh,63-36-27,0.0001,adaptive,0.06,
81.69257340241796,tanh,63-36-27,0.0031,adaptive,0.06,
81.69257340241796,tanh,63-36-27,0.0046,constant,0.06,
81.69257340241796,tanh,63-36-27,0.0046,adaptive,0.06,
81.69257340241796,tanh,63-36-27,0.0061,adaptive,0.08,
81.69257340241796,tanh,63-36-27,0.0076,adaptive,0.0,
81.69257340241796,tanh,63-51-39-27,0.0016,constant,0.06,
81.69257340241796,tanh,63-51-39-27,0.0076,adaptive,0.08,
81.69257340241796,logistic,63-36-27,0.0001,constant,0.08,
81.69257340241796,logistic,63-36-27,0.0016,adaptive,0.08,
81.69257340241796,logistic,63-36-27,0.0031,constant,0.06,
81.69257340241796,logistic,63-36-27,0.0046,constant,0.04,
81.69257340241796,logistic,63-36-27,0.0046,adaptive,0.06,
81.69257340241796,logistic,63-36-27,0.0061,constant,0.06,
81.69257340241796,logistic,63-51-39-27,0.0016,constant,0.08,
81.69257340241796,logistic,63-51-39-27,0.0016,adaptive,0.06,
81.69257340241796,logistic,63-51-39-27,0.0031,adaptive,0.08,
81.69257340241796,logistic,63-51-39-27,0.0046,adaptive,0.06,
81.69257340241796,logistic,63-51-39-27,0.0061,constant,0.06,
81.69257340241796,logistic,63-51-39-27,0.0061,adaptive,0.08,
81.69257340241796,relu,63-36-27,0.0001,constant,0.04,
81.69257340241796,relu,63-36-27,0.0001,adaptive,0.06,
81.69257340241796,relu,63-36-27,0.0031,constant,0.08,
81.69257340241796,relu,63-36-27,0.0046,constant,0.0,
81.69257340241796,relu,63-36-27,0.0076,adaptive,0.06,
81.51986183074266,tanh,63-18-27,0.0016,constant,0.08,
81.51986183074266,tanh,63-18-27,0.0076,constant,0.04,
81.51986183074266,tanh,63-18-27,0.0076,constant,0.08,
81.51986183074266,tanh,63-36-27,0.0016,adaptive,0.04,
81.51986183074266,tanh,63-36-27,0.0016,adaptive,0.08,
81.51986183074266,tanh,63-36-27,0.0031,constant,0.02,
81.51986183074266,tanh,63-36-27,0.0031,adaptive,0.04,
81.51986183074266,tanh,63-36-27,0.0046,adaptive,0.04,
81.51986183074266,tanh,63-31-18-27,0.0031,adaptive,0.0,
81.51986183074266,tanh,63-31-18-27,0.0061,adaptive,0.06,
81.51986183074266,tanh,63-51-39-27,0.0016,constant,0.0,
81.51986183074266,tanh,63-51-39-27,0.0046,constant,0.08,
81.51986183074266,tanh,63-51-39-27,0.0076,constant,0.02,
81.51986183074266,tanh,63-51-39-27,0.0076,constant,0.08,
81.51986183074266,tanh,63-42-27-27,0.0031,constant,0.0,
81.51986183074266,tanh,63-42-27-27,0.0031,constant,0.02,
81.51986183074266,tanh,63-42-27-27,0.0031,adaptive,0.02,
81.51986183074266,tanh,63-42-27-27,0.0046,constant,0.0,
81.51986183074266,tanh,63-42-27-27,0.0046,adaptive,0.08,
81.51986183074266,logistic,63-36-27,0.0031,adaptive,0.0,
81.51986183074266,logistic,63-36-27,0.0031,adaptive,0.06,
81.51986183074266,logistic,63-31-18-27,0.0001,constant,0.04,
81.51986183074266,logistic,63-42-27-27,0.0016,constant,0.06,
81.51986183074266,relu,63-36-27,0.0061,constant,0.08,
81.51986183074266,relu,63-36-27,0.0061,adaptive,0.06,
81.51986183074266,relu,63-36-27,0.0076,constant,0.08,
81.51986183074266,relu,63-51-39-27,0.0076,adaptive,0.08,
81.51986183074266,relu,63-42-27-27,0.0016,adaptive,0.08,
81.34715025906736,tanh,63-18-27,0.0001,constant,0.06,
81.34715025906736,tanh,63-18-27,0.0031,adaptive,0.02,
81.34715025906736,tanh,63-36-27,0.0016,constant,0.02,
81.34715025906736,tanh,63-36-27,0.0016,adaptive,0.02,
81.34715025906736,tanh,63-36-27,0.0031,constant,0.06,
81.34715025906736,tanh,63-36-27,0.0031,adaptive,0.0,
81.34715025906736,tanh,63-36-27,0.0046,constant,0.04,
81.34715025906736,tanh,63-36-27,0.0046,adaptive,0.0,
81.34715025906736,tanh,63-36-27,0.0076,constant,0.02,
81.34715025906736,tanh,63-36-27,0.0076,adaptive,0.02,
81.34715025906736,tanh,63-31-18-27,0.0001,adaptive,0.06,
81.34715025906736,tanh,63-31-18-27,0.0031,adaptive,0.06,
81.34715025906736,tanh,63-31-18-27,0.0046,adaptive,0.06,
81.34715025906736,tanh,63-31-18-27,0.0061,adaptive,0.08,
81.34715025906736,tanh,63-51-39-27,0.0046,constant,0.0,
81.34715025906736,tanh,63-51-39-27,0.0061,adaptive,0.0,
81.34715025906736,tanh,63-51-39-27,0.0076,adaptive,0.04,
81.34715025906736,tanh,63-42-27-27,0.0016,constant,0.0,
81.34715025906736,tanh,63-42-27-27,0.0046,constant,0.02,
81.34715025906736,tanh,63-42-27-27,0.0046,adaptive,0.02,
81.34715025906736,tanh,63-42-27-27,0.0076,constant,0.06,
81.34715025906736,logistic,63-18-27,0.0061,adaptive,0.06,
81.34715025906736,logistic,63-18-27,0.0076,adaptive,0.02,
81.34715025906736,logistic,63-36-27,0.0001,adaptive,0.08,
81.34715025906736,logistic,63-36-27,0.0031,adaptive,0.08,
81.34715025906736,logistic,63-36-27,0.0046,adaptive,0.08,
81.34715025906736,logistic,63-36-27,0.0061,adaptive,0.0,
81.34715025906736,logistic,63-31-18-27,0.0076,adaptive,0.04,
81.34715025906736,logistic,63-51-39-27,0.0016,constant,0.06,
81.34715025906736,logistic,63-51-39-27,0.0031,constant,0.02,
81.34715025906736,logistic,63-51-39-27,0.0046,adaptive,0.08,
81.34715025906736,logistic,63-42-27-27,0.0031,adaptive,0.08,
81.34715025906736,relu,63-18-27,0.0016,constant,0.04,
81.34715025906736,relu,63-18-27,0.0061,constant,0.06,
81.34715025906736,relu,63-18-27,0.0076,adaptive,0.0,
81.34715025906736,relu,63-36-27,0.0031,adaptive,0.0,
81.34715025906736,relu,63-36-27,0.0046,constant,0.04,
81.17443868739205,tanh,63-18-27,0.0001,constant,0.08,
81.17443868739205,tanh,63-18-27,0.0001,adaptive,0.06,
81.17443868739205,tanh,63-18-27,0.0016,constant,0.02,
81.17443868739205,tanh,63-18-27,0.0031,constant,0.08,
81.17443868739205,tanh,63-18-27,0.0046,constant,0.06,
81.17443868739205,tanh,63-18-27,0.0046,adaptive,0.06,
81.17443868739205,tanh,63-18-27,0.0061,constant,0.0,
81.17443868739205,tanh,63-18-27,0.0061,constant,0.02,
81.17443868739205,tanh,63-18-27,0.0061,constant,0.06,
81.17443868739205,tanh,63-18-27,0.0061,adaptive,0.08,
81.17443868739205,tanh,63-36-27,0.0001,adaptive,0.02,
81.17443868739205,tanh,63-31-18-27,0.0001,constant,0.02,
81.17443868739205,tanh,63-31-18-27,0.0001,constant,0.06,
81.17443868739205,tanh,63-31-18-27,0.0001,adaptive,0.0,
81.17443868739205,tanh,63-31-18-27,0.0031,constant,0.06,
81.17443868739205,tanh,63-51-39-27,0.0061,adaptive,0.08,
81.17443868739205,tanh,63-42-27-27,0.0046,adaptive,0.04,
81.17443868739205,tanh,63-42-27-27,0.0061,adaptive,0.06,
81.17443868739205,logistic,63-18-27,0.0016,constant,0.04,
81.17443868739205,logistic,63-18-27,0.0076,constant,0.06,
81.17443868739205,logistic,63-36-27,0.0001,constant,0.0,
81.17443868739205,logistic,63-36-27,0.0001,constant,0.06,
81.17443868739205,logistic,63-36-27,0.0001,adaptive,0.06,
81.17443868739205,logistic,63-36-27,0.0016,constant,0.06,
81.17443868739205,logistic,63-36-27,0.0016,adaptive,0.04,
81.17443868739205,logistic,63-36-27,0.0076,adaptive,0.04,
81.17443868739205,logistic,63-51-39-27,0.0016,constant,0.04,
81.17443868739205,logistic,63-42-27-27,0.0001,constant,0.04,
81.17443868739205,logistic,63-42-27-27,0.0016,constant,0.08,
81.17443868739205,logistic,63-42-27-27,0.0031,constant,0.08,
81.17443868739205,logistic,63-42-27-27,0.0076,adaptive,0.08,
81.17443868739205,relu,63-18-27,0.0031,constant,0.02,
81.17443868739205,relu,63-36-27,0.0016,adaptive,0.04,
81.17443868739205,relu,63-36-27,0.0061,constant,0.02,
81.17443868739205,relu,63-36-27,0.0076,adaptive,0.02,
81.17443868739205,relu,63-36-27,0.0076,adaptive,0.04,
81.17443868739205,relu,63-51-39-27,0.0076,adaptive,0.06,
81.17443868739205,relu,63-42-27-27,0.0076,constant,0.04,
81.00172711571675,tanh,63-18-27,0.0031,adaptive,0.08,
81.00172711571675,tanh,63-18-27,0.0061,adaptive,0.04,
81.00172711571675,tanh,63-36-27,0.0001,constant,0.04,
81.00172711571675,tanh,63-36-27,0.0001,adaptive,0.04,
81.00172711571675,tanh,63-36-27,0.0001,adaptive,0.08,
81.00172711571675,tanh,63-36-27,0.0016,constant,0.0,
81.00172711571675,tanh,63-36-27,0.0016,constant,0.06,
81.00172711571675,tanh,63-36-27,0.0046,adaptive,0.02,
81.00172711571675,tanh,63-31-18-27,0.0016,constant,0.08,
81.00172711571675,tanh,63-51-39-27,0.0001,constant,0.06,
81.00172711571675,tanh,63-51-39-27,0.0031,constant,0.0,
81.00172711571675,tanh,63-51-39-27,0.0046,adaptive,0.02,
81.00172711571675,tanh,63-51-39-27,0.0061,constant,0.0,
81.00172711571675,tanh,63-42-27-27,0.0001,constant,0.06,
81.00172711571675,tanh,63-42-27-27,0.0016,constant,0.08,
81.00172711571675,tanh,63-42-27-27,0.0016,adaptive,0.0,
81.00172711571675,logistic,63-18-27,0.0016,adaptive,0.04,
81.00172711571675,logistic,63-18-27,0.0016,adaptive,0.08,
81.00172711571675,logistic,63-18-27,0.0061,adaptive,0.04,
81.00172711571675,logistic,63-36-27,0.0016,constant,0.02,
81.00172711571675,logistic,63-36-27,0.0061,constant,0.0,
81.00172711571675,logistic,63-36-27,0.0076,constant,0.06,
81.00172711571675,logistic,63-31-18-27,0.0061,constant,0.08,
81.00172711571675,logistic,63-51-39-27,0.0001,constant,0.0,
81.00172711571675,logistic,63-51-39-27,0.0001,adaptive,0.08,
81.00172711571675,logistic,63-51-39-27,0.0046,constant,0.02,
81.00172711571675,logistic,63-51-39-27,0.0076,constant,0.06,
81.00172711571675,logistic,63-51-39-27,0.0076,adaptive,0.04,
81.00172711571675,logistic,63-51-39-27,0.0076,adaptive,0.08,
81.00172711571675,relu,63-36-27,0.0046,adaptive,0.0,
81.00172711571675,relu,63-36-27,0.0061,adaptive,0.04,
80.82901554404145,tanh,63-18-27,0.0016,adaptive,0.0,
80.82901554404145,tanh,63-18-27,0.0046,constant,0.08,
80.82901554404145,tanh,63-18-27,0.0076,adaptive,0.08,
80.82901554404145,tanh,63-31-18-27,0.0001,constant,0.04,
80.82901554404145,tanh,63-31-18-27,0.0016,constant,0.04,
80.82901554404145,tanh,63-31-18-27,0.0016,constant,0.06,
80.82901554404145,tanh,63-31-18-27,0.0016,adaptive,0.04,
80.82901554404145,tanh,63-31-18-27,0.0046,adaptive,0.02,
80.82901554404145,tanh,63-31-18-27,0.0061,adaptive,0.04,
80.82901554404145,tanh,63-51-39-27,0.0001,adaptive,0.06,
80.82901554404145,tanh,63-51-39-27,0.0031,constant,0.04,
80.82901554404145,tanh,63-51-39-27,0.0031,adaptive,0.0,
80.82901554404145,tanh,63-42-27-27,0.0001,constant,0.0,
80.82901554404145,tanh,63-42-27-27,0.0016,adaptive,0.08,
80.82901554404145,tanh,63-42-27-27,0.0046,constant,0.04,
80.82901554404145,tanh,63-42-27-27,0.0061,adaptive,0.04,
80.82901554404145,tanh,63-42-27-27,0.0061,adaptive,0.08,
80.82901554404145,logistic,63-36-27,0.0001,adaptive,0.0,
80.82901554404145,logistic,63-36-27,0.0001,adaptive,0.04,
80.82901554404145,logistic,63-36-27,0.0046,constant,0.06,
80.82901554404145,logistic,63-36-27,0.0046,constant,0.08,
80.82901554404145,logistic,63-36-27,0.0046,adaptive,0.0,
80.82901554404145,logistic,63-31-18-27,0.0001,adaptive,0.04,
80.82901554404145,logistic,63-31-18-27,0.0076,adaptive,0.06,
80.82901554404145,logistic,63-51-39-27,0.0031,constant,0.08,
80.82901554404145,logistic,63-51-39-27,0.0076,constant,0.02,
80.82901554404145,logistic,63-42-27-27,0.0016,constant,0.02,
80.82901554404145,logistic,63-42-27-27,0.0016,adaptive,0.06,
80.82901554404145,logistic,63-42-27-27,0.0016,adaptive,0.08,
80.82901554404145,logistic,63-42-27-27,0.0031,adaptive,0.04,
80.82901554404145,logistic,63-42-27-27,0.0061,constant,0.08,
80.82901554404145,relu,63-36-27,0.0001,adaptive,0.04,
80.82901554404145,relu,63-36-27,0.0016,adaptive,0.06,
80.82901554404145,relu,63-36-27,0.0016,adaptive,0.08,
80.82901554404145,relu,63-36-27,0.0046,adaptive,0.02,
80.82901554404145,relu,63-36-27,0.0061,constant,0.06,
80.82901554404145,relu,63-51-39-27,0.0061,adaptive,0.06,
80.65630397236615,tanh,63-18-27,0.0016,constant,0.04,
80.65630397236615,tanh,63-18-27,0.0046,constant,0.0,
80.65630397236615,tanh,63-18-27,0.0076,constant,0.02,
80.65630397236615,tanh,63-36-27,0.0031,adaptive,0.02,
80.65630397236615,tanh,63-36-27,0.0046,adaptive,0.08,
80.65630397236615,tanh,63-36-27,0.0061,adaptive,0.0,
80.65630397236615,tanh,63-36-27,0.0076,adaptive,0.04,
80.65630397236615,tanh,63-31-18-27,0.0031,constant,0.08,
80.65630397236615,tanh,63-31-18-27,0.0061,constant,0.04,
80.65630397236615,tanh,63-51-39-27,0.0001,adaptive,0.04,
80.65630397236615,tanh,63-51-39-27,0.0031,constant,0.08,
80.65630397236615,tanh,63-51-39-27,0.0046,adaptive,0.08,
80.65630397236615,tanh,63-51-39-27,0.0061,constant,0.02,
80.65630397236615,tanh,63-42-27-27,0.0001,constant,0.04,
80.65630397236615,tanh,63-42-27-27,0.0016,adaptive,0.04,
80.65630397236615,tanh,63-42-27-27,0.0016,adaptive,0.06,
80.65630397236615,tanh,63-42-27-27,0.0061,adaptive,0.0,
80.65630397236615,tanh,63-42-27-27,0.0076,constant,0.0,
80.65630397236615,logistic,63-18-27,0.0001,constant,0.08,
80.65630397236615,logistic,63-36-27,0.0001,adaptive,0.02,
80.65630397236615,logistic,63-36-27,0.0076,constant,0.0,
80.65630397236615,logistic,63-36-27,0.0076,constant,0.08,
80.65630397236615,logistic,63-36-27,0.0076,adaptive,0.0,
80.65630397236615,logistic,63-36-27,0.0076,adaptive,0.02,
80.65630397236615,logistic,63-31-18-27,0.0001,constant,0.06,
80.65630397236615,logistic,63-51-39-27,0.0001,constant,0.06,
80.65630397236615,logistic,63-51-39-27,0.0001,adaptive,0.02,
80.65630397236615,logistic,63-51-39-27,0.0016,constant,0.02,
80.65630397236615,logistic,63-51-39-27,0.0016,adaptive,0.04,
80.65630397236615,logistic,63-51-39-27,0.0031,adaptive,0.04,
80.65630397236615,logistic,63-51-39-27,0.0046,constant,0.08,
80.65630397236615,logistic,63-51-39-27,0.0061,constant,0.04,
80.65630397236615,logistic,63-42-27-27,0.0001,adaptive,0.02,
80.65630397236615,logistic,63-42-27-27,0.0031,constant,0.04,
80.65630397236615,logistic,63-42-27-27,0.0046,adaptive,0.04,
80.65630397236615,logistic,63-42-27-27,0.0061,adaptive,0.06,
80.65630397236615,relu,63-18-27,0.0016,adaptive,0.0,
80.65630397236615,relu,63-18-27,0.0061,constant,0.0,
80.65630397236615,relu,63-18-27,0.0061,adaptive,0.0,
80.65630397236615,relu,63-36-27,0.0016,constant,0.08,
80.65630397236615,relu,63-36-27,0.0031,constant,0.0,
80.65630397236615,relu,63-36-27,0.0031,constant,0.06,
80.65630397236615,relu,63-36-27,0.0031,adaptive,0.04,
80.65630397236615,relu,63-36-27,0.0061,constant,0.04,
80.65630397236615,relu,63-36-27,0.0076,constant,0.02,
80.65630397236615,relu,63-36-27,0.0076,adaptive,0.0,
80.65630397236615,relu,63-51-39-27,0.0001,adaptive,0.06,
80.65630397236615,relu,63-51-39-27,0.0031,adaptive,0.08,
80.48359240069085,tanh,63-18-27,0.0031,adaptive,0.04,
80.48359240069085,tanh,63-18-27,0.0076,adaptive,0.0,
80.48359240069085,tanh,63-36-27,0.0001,constant,0.02,
80.48359240069085,tanh,63-31-18-27,0.0061,constant,0.0,
80.48359240069085,tanh,63-51-39-27,0.0001,constant,0.0,
80.48359240069085,tanh,63-51-39-27,0.0031,adaptive,0.06,
80.48359240069085,tanh,63-51-39-27,0.0046,adaptive,0.04,
80.48359240069085,tanh,63-51-39-27,0.0046,adaptive,0.06,
80.48359240069085,tanh,63-51-39-27,0.0076,constant,0.04,
80.48359240069085,tanh,63-42-27-27,0.0001,adaptive,0.0,
80.48359240069085,tanh,63-42-27-27,0.0061,constant,0.04,
80.48359240069085,logistic,63-18-27,0.0031,adaptive,0.04,
80.48359240069085,logistic,63-18-27,0.0046,adaptive,0.08,
80.48359240069085,logistic,63-18-27,0.0061,constant,0.02,
80.48359240069085,logistic,63-36-27,0.0046,adaptive,0.02,
80.48359240069085,logistic,63-31-18-27,0.0031,adaptive,0.04,
80.48359240069085,logistic,63-31-18-27,0.0031,adaptive,0.08,
80.48359240069085,logistic,63-31-18-27,0.0046,constant,0.04,
80.48359240069085,logistic,63-31-18-27,0.0046,constant,0.06,
80.48359240069085,logistic,63-31-18-27,0.0061,adaptive,0.06,
80.48359240069085,logistic,63-51-39-27,0.0016,adaptive,0.08,
80.48359240069085,logistic,63-51-39-27,0.0061,adaptive,0.02,
80.48359240069085,logistic,63-42-27-27,0.0001,constant,0.06,
80.48359240069085,logistic,63-42-27-27,0.0046,adaptive,0.06,
80.48359240069085,logistic,63-42-27-27,0.0076,constant,0.04,
80.48359240069085,relu,63-18-27,0.0076,adaptive,0.06,
80.48359240069085,relu,63-36-27,0.0001,adaptive,0.0,
80.48359240069085,relu,63-36-27,0.0016,constant,0.02,
80.48359240069085,relu,63-51-39-27,0.0061,constant,0.06,
80.48359240069085,relu,63-51-39-27,0.0076,constant,0.06,
80.48359240069085,relu,63-51-39-27,0.0076,constant,0.08,
80.48359240069085,relu,63-42-27-27,0.0046,constant,0.02,
80.48359240069085,relu,63-42-27-27,0.0046,constant,0.06,
80.31088082901555,tanh,63-18-27,0.0001,adaptive,0.0,
80.31088082901555,tanh,63-18-27,0.0046,adaptive,0.0,
80.31088082901555,tanh,63-18-27,0.0061,constant,0.04,
80.31088082901555,tanh,63-18-27,0.0061,adaptive,0.02,
80.31088082901555,tanh,63-36-27,0.0001,adaptive,0.0,
80.31088082901555,tanh,63-36-27,0.0046,constant,0.02,
80.31088082901555,tanh,63-36-27,0.0061,adaptive,0.02,
80.31088082901555,tanh,63-31-18-27,0.0061,constant,0.08,
80.31088082901555,tanh,63-31-18-27,0.0076,constant,0.06,
80.31088082901555,tanh,63-31-18-27,0.0076,adaptive,0.02,
80.31088082901555,tanh,63-31-18-27,0.0076,adaptive,0.04,
80.31088082901555,tanh,63-51-39-27,0.0016,adaptive,0.04,
80.31088082901555,tanh,63-51-39-27,0.0061,constant,0.06,
80.31088082901555,tanh,63-51-39-27,0.0076,adaptive,0.02,
80.31088082901555,tanh,63-42-27-27,0.0016,constant,0.02,
80.31088082901555,tanh,63-42-27-27,0.0016,constant,0.04,
80.31088082901555,tanh,63-42-27-27,0.0016,adaptive,0.02,
80.31088082901555,tanh,63-42-27-27,0.0046,constant,0.06,
80.31088082901555,tanh,63-42-27-27,0.0046,constant,0.08,
80.31088082901555,logistic,63-18-27,0.0001,adaptive,0.04,
80.31088082901555,logistic,63-18-27,0.0016,adaptive,0.06,
80.31088082901555,logistic,63-18-27,0.0031,adaptive,0.06,
80.31088082901555,logistic,63-18-27,0.0046,constant,0.08,
80.31088082901555,logistic,63-36-27,0.0001,constant,0.02,
80.31088082901555,logistic,63-36-27,0.0046,constant,0.0,
80.31088082901555,logistic,63-36-27,0.0061,constant,0.02,
80.31088082901555,logistic,63-31-18-27,0.0046,adaptive,0.06,
80.31088082901555,logistic,63-31-18-27,0.0061,constant,0.02,
80.31088082901555,logistic,63-51-39-27,0.0001,adaptive,0.06,
80.31088082901555,logistic,63-51-39-27,0.0046,adaptive,0.02,
80.31088082901555,logistic,63-51-39-27,0.0061,constant,0.08,
80.31088082901555,logistic,63-51-39-27,0.0061,adaptive,0.04,
80.31088082901555,logistic,63-42-27-27,0.0016,adaptive,0.04,
80.31088082901555,logistic,63-42-27-27,0.0046,constant,0.02,
80.31088082901555,logistic,63-42-27-27,0.0046,constant,0.04,
80.31088082901555,logistic,63-42-27-27,0.0061,constant,0.06,
80.31088082901555,logistic,63-42-27-27,0.0061,adaptive,0.04,
80.31088082901555,relu,63-18-27,0.0061,adaptive,0.06,
80.31088082901555,relu,63-36-27,0.0001,constant,0.02,
80.31088082901555,relu,63-36-27,0.0001,constant,0.06,
80.31088082901555,relu,63-36-27,0.0031,constant,0.04,
80.31088082901555,relu,63-36-27,0.0046,adaptive,0.06,
80.31088082901555,relu,63-36-27,0.0061,adaptive,0.02,
80.31088082901555,relu,63-51-39-27,0.0016,constant,0.0,
80.31088082901555,relu,63-42-27-27,0.0001,constant,0.02,
80.31088082901555,relu,63-42-27-27,0.0016,constant,0.0,
80.31088082901555,relu,63-42-27-27,0.0031,constant,0.0,
80.31088082901555,relu,63-42-27-27,0.0031,adaptive,0.0,
80.31088082901555,relu,63-42-27-27,0.0076,adaptive,0.06,
80.13816925734024,tanh,63-18-27,0.0016,adaptive,0.02,
80.13816925734024,tanh,63-36-27,0.0016,adaptive,0.0,
80.13816925734024,tanh,63-36-27,0.0061,constant,0.04,
80.13816925734024,tanh,63-36-27,0.0076,adaptive,0.08,
